species,name,age
Spinosaurus,Spike,70
Triceratops,Tank,2
Velociraptor,Pterry,90
Tyrannosaurus,Longneck,88
Stegosaurus,Longneck,83
Ankylosaurus,Blue,36
Tyrannosaurus,Pterry,96
Triceratops,Tank,5
Allosaurus,Spike,40
Ankylosaurus,Blue,10
Velociraptor,Tiny,54
Pterodactyl,Spiny,91
Brachiosaurus,Tiny,98
Velociraptor,Longneck,1
Velociraptor,Spiny,53
Pterodactyl,Longneck,44
Stegosaurus,Blue,98
Tyrannosaurus,Longneck,18
Stegosaurus,Pterry,55
Stegosaurus,Cera,49
Pterodactyl,Rex,45
Diplodocus,Tiny,54
Spinosaurus,Blue,54
Allosaurus,Blue,54
Diplodocus,Spiny,38
Allosaurus,Spiny,67
Triceratops,Pterry,77
Brachiosaurus,Tiny,75
Diplodocus,Spike,68
Spinosaurus,Tiny,62
Tyrannosaurus,Rex,54
Pterodactyl,Cera,84
Stegosaurus,Blue,78
Stegosaurus,Rex,19
Tyrannosaurus,Cera,61
Velociraptor,Spiny,99
Spinosaurus,Tiny,10
Diplodocus,Spike,49
Triceratops,Tank,69
Pterodactyl,Spike,47
Diplodocus,Longneck,21
Tyrannosaurus,Cera,71
Stegosaurus,Spike,90
Brachiosaurus,Spiny,48
Pterodactyl,Spike,44
Pterodactyl,Spiny,43
Triceratops,Tiny,47
Ankylosaurus,Tiny,9
Brachiosaurus,Rex,30
Pterodactyl,Cera,53
Velociraptor,One-eye,44
Stegosaurus,Tiny,83
Ankylosaurus,Pterry,45
Diplodocus,Pterry,90
Allosaurus,Spike,20
Ankylosaurus,One-eye,78
Spinosaurus,Spike,42
Ankylosaurus,One-eye,3
Brachiosaurus,Longneck,0
Triceratops,Longneck,22
Stegosaurus,Tank,26
Pterodactyl,Longneck,75
Ankylosaurus,Spiny,91
Ankylosaurus,Tank,66
Pterodactyl,Tiny,1
Stegosaurus,Pterry,96
Velociraptor,Tiny,12
Spinosaurus,Tiny,19
Velociraptor,Tiny,58
Allosaurus,One-eye,56
Ankylosaurus,Tiny,35
Diplodocus,Cera,24
Allosaurus,One-eye,51
Velociraptor,Cera,40
Brachiosaurus,Tiny,9
Stegosaurus,One-eye,66
Pterodactyl,Cera,47
Ankylosaurus,Pterry,82
Brachiosaurus,Spiny,2
Tyrannosaurus,Cera,38
Diplodocus,Blue,64
Stegosaurus,Rex,54
Brachiosaurus,Spike,90
Spinosaurus,Spiny,49
Allosaurus,Tiny,60
Tyrannosaurus,Tank,23
Ankylosaurus,Pterry,48
Ankylosaurus,Tiny,53
Ankylosaurus,Spike,6
Ankylosaurus,Spiny,35
Tyrannosaurus,Pterry,48
Brachiosaurus,Rex,79
Ankylosaurus,Longneck,75
Ankylosaurus,Tiny,72
Diplodocus,Longneck,54
Brachiosaurus,Rex,44
Ankylosaurus,Longneck,70
Spinosaurus,Tiny,86
Triceratops,Blue,53
Ankylosaurus,Cera,17
Tyrannosaurus,One-eye,30
Triceratops,Cera,82
Pterodactyl,Longneck,25
Triceratops,Longneck,46
Allosaurus,Blue,42
Spinosaurus,Spike,1
Stegosaurus,Rex,96
Tyrannosaurus,Tiny,95
Ankylosaurus,Spiny,99
Tyrannosaurus,Pterry,63
Diplodocus,Tank,36
Tyrannosaurus,Cera,14
Velociraptor,Rex,42
Ankylosaurus,Longneck,19
Triceratops,Tank,90
Ankylosaurus,Spike,15
Diplodocus,One-eye,65
Brachiosaurus,Spiny,95
Allosaurus,One-eye,17
Diplodocus,Cera,1
Triceratops,Longneck,52
Triceratops,One-eye,81
Diplodocus,Longneck,23
Tyrannosaurus,Spiny,47
Ankylosaurus,Rex,85
Stegosaurus,Tank,6
Allosaurus,Tiny,67
Brachiosaurus,Cera,78
Brachiosaurus,One-eye,93
Tyrannosaurus,Pterry,43
Allosaurus,Blue,88
Spinosaurus,Spiny,52
Ankylosaurus,Blue,10
Tyrannosaurus,Longneck,99
Triceratops,Longneck,35
Diplodocus,One-eye,8
Stegosaurus,Cera,39
Diplodocus,Blue,61
Spinosaurus,Tiny,36
Spinosaurus,Spike,34
Brachiosaurus,Cera,67
Ankylosaurus,Tank,59
Stegosaurus,One-eye,85
Allosaurus,Tiny,21
Stegosaurus,Rex,52
Pterodactyl,Spiny,20
Spinosaurus,Blue,81
Allosaurus,Rex,67
Diplodocus,Spiny,31
Velociraptor,One-eye,92
Stegosaurus,Rex,45
Spinosaurus,Longneck,9
Tyrannosaurus,Longneck,2
Pterodactyl,Tiny,83
Allosaurus,Cera,7
Brachiosaurus,Tank,22
Spinosaurus,Spike,88
Stegosaurus,Longneck,62
Stegosaurus,Spiny,73
Diplodocus,One-eye,16
Diplodocus,Pterry,39
Tyrannosaurus,One-eye,30
Pterodactyl,Tank,30
Triceratops,Spike,91
Pterodactyl,Spike,55
Velociraptor,Longneck,26
Allosaurus,Spiny,5
Triceratops,One-eye,91
Ankylosaurus,Rex,22
Tyrannosaurus,One-eye,18
Pterodactyl,Pterry,91
Spinosaurus,Longneck,79
Triceratops,Tiny,46
Ankylosaurus,Tiny,0
Ankylosaurus,Tank,84
Tyrannosaurus,Blue,65
Spinosaurus,Spike,54
Spinosaurus,Spiny,10
Allosaurus,Longneck,73
Triceratops,Tank,99
Brachiosaurus,Tank,44
Spinosaurus,One-eye,48
Allosaurus,Tiny,68
Diplodocus,Blue,5
Stegosaurus,Tank,18
Allosaurus,Rex,20
Triceratops,Rex,68
Pterodactyl,Rex,3
Stegosaurus,Tiny,45
Allosaurus,Spiny,27
Pterodactyl,Pterry,79
Triceratops,Pterry,67
Allosaurus,One-eye,44
Spinosaurus,Spike,58
Allosaurus,Blue,39
Brachiosaurus,Spike,89
Diplodocus,Tank,70
Stegosaurus,Longneck,25
Spinosaurus,Spiny,44
Spinosaurus,Cera,5
Tyrannosaurus,Spike,4
Ankylosaurus,Rex,83
Diplodocus,Tiny,66
Brachiosaurus,Tiny,20
Allosaurus,Spiny,20
Diplodocus,Cera,38
Ankylosaurus,Blue,33
Ankylosaurus,Tank,5
Ankylosaurus,Spiny,72
Pterodactyl,Blue,10
Triceratops,One-eye,99
Velociraptor,Blue,29
Allosaurus,Tank,14
Allosaurus,One-eye,90
Tyrannosaurus,Cera,58
Stegosaurus,One-eye,54
Tyrannosaurus,Blue,26
Velociraptor,Pterry,62
Brachiosaurus,Cera,7
Spinosaurus,One-eye,68
Ankylosaurus,One-eye,18
Tyrannosaurus,Spiny,62
Brachiosaurus,Rex,94
Tyrannosaurus,Spike,79
Diplodocus,Spiny,2
Velociraptor,Tank,90
Diplodocus,Blue,33
Ankylosaurus,Tiny,5
Stegosaurus,Cera,26
Ankylosaurus,Longneck,95
Tyrannosaurus,Blue,44
Stegosaurus,Spike,83
Stegosaurus,Spiny,44
Brachiosaurus,Spike,61
Pterodactyl,Spiny,20
Pterodactyl,One-eye,5
Ankylosaurus,One-eye,42
Diplodocus,Cera,15
Allosaurus,One-eye,46
Diplodocus,Tiny,58
Allosaurus,Spike,37
Velociraptor,Longneck,30
Allosaurus,Longneck,51
Stegosaurus,Tank,27
Triceratops,Cera,67
Spinosaurus,Pterry,14
Allosaurus,Pterry,17
Allosaurus,Cera,91
Pterodactyl,Blue,68
Diplodocus,Rex,35
Ankylosaurus,Tank,84
Allosaurus,Longneck,28
Pterodactyl,One-eye,52
Triceratops,Spiny,79
Tyrannosaurus,Cera,33
Triceratops,Blue,89
Tyrannosaurus,Pterry,46
Tyrannosaurus,Rex,65
Pterodactyl,Cera,65
Diplodocus,Tiny,71
Brachiosaurus,Tiny,58
Diplodocus,Longneck,21
Allosaurus,Cera,97
Diplodocus,Blue,14
Diplodocus,Rex,62
Allosaurus,Longneck,78
Spinosaurus,Blue,19
Brachiosaurus,One-eye,77
Diplodocus,Tiny,89
Pterodactyl,Tiny,3
Tyrannosaurus,Rex,9
Diplodocus,Tiny,7
Spinosaurus,Longneck,34
Triceratops,Cera,85
Velociraptor,Pterry,71
Brachiosaurus,Pterry,39
Pterodactyl,Tank,99
Velociraptor,One-eye,11
Ankylosaurus,One-eye,36
Allosaurus,Tank,34
Pterodactyl,Tiny,69
Tyrannosaurus,One-eye,0
Diplodocus,Spiny,78
Brachiosaurus,Longneck,3
Allosaurus,One-eye,8
Spinosaurus,Tank,28
Pterodactyl,Spike,24
Diplodocus,Cera,65
Stegosaurus,Tiny,95
Ankylosaurus,Longneck,15
Triceratops,Spiny,96
Tyrannosaurus,Longneck,95
Velociraptor,Longneck,3
Allosaurus,Spiny,53
Triceratops,Blue,93
Brachiosaurus,Rex,41
Stegosaurus,Cera,76
Pterodactyl,Pterry,91
Pterodactyl,Cera,45
Triceratops,Blue,81
Spinosaurus,Spike,12
Spinosaurus,Spiny,74
Tyrannosaurus,Spiny,41
Allosaurus,Tiny,29
Brachiosaurus,Spike,94
Allosaurus,Spiny,15
Triceratops,Spiny,12
Ankylosaurus,Pterry,15
Ankylosaurus,Tank,11
Brachiosaurus,Spiny,11
Stegosaurus,One-eye,98
Triceratops,Rex,3
Stegosaurus,One-eye,42
Allosaurus,Longneck,78
Velociraptor,Blue,27
Tyrannosaurus,Blue,36
Tyrannosaurus,Spiny,87
Stegosaurus,Cera,55
Velociraptor,One-eye,66
Ankylosaurus,Blue,61
Stegosaurus,Spike,38
Brachiosaurus,Spike,38
Tyrannosaurus,Tank,84
Ankylosaurus,Spike,42
Velociraptor,Blue,79
Spinosaurus,One-eye,84
Tyrannosaurus,Longneck,58
Spinosaurus,Rex,55
Velociraptor,Tiny,65
Diplodocus,Spiny,54
Triceratops,Tank,70
Allosaurus,One-eye,14
Ankylosaurus,Rex,58
Tyrannosaurus,Tiny,52
Allosaurus,Spike,86
Triceratops,Rex,7
Pterodactyl,Pterry,81
Tyrannosaurus,Tank,43
Brachiosaurus,Blue,24
Allosaurus,Spike,40
Ankylosaurus,Spike,44
Brachiosaurus,Longneck,74
Pterodactyl,One-eye,51
Pterodactyl,Spiny,92
Velociraptor,Rex,44
Spinosaurus,One-eye,84
Allosaurus,Spiny,73
Pterodactyl,Pterry,65
Ankylosaurus,Cera,61
Spinosaurus,Pterry,85
Velociraptor,Longneck,76
Pterodactyl,Longneck,95
Brachiosaurus,Rex,29
Pterodactyl,Tank,38
Allosaurus,Tank,96
Spinosaurus,Spiny,44
Triceratops,Cera,55
Spinosaurus,Tiny,26
Allosaurus,Tank,97
Spinosaurus,Pterry,85
Ankylosaurus,Blue,29
Ankylosaurus,Longneck,8
Brachiosaurus,Rex,41
Triceratops,Pterry,43
Stegosaurus,Tank,20
Spinosaurus,Cera,27
Ankylosaurus,One-eye,22
Allosaurus,Tiny,80
Pterodactyl,Longneck,55
Tyrannosaurus,Tiny,65
Triceratops,Spiny,99
Triceratops,Longneck,79
Stegosaurus,Rex,78
Ankylosaurus,Rex,33
Tyrannosaurus,Tank,78
Allosaurus,Blue,30
Spinosaurus,Tiny,77
Allosaurus,Cera,65
Allosaurus,Rex,62
Allosaurus,Rex,16
Velociraptor,One-eye,34
Pterodactyl,Spike,61
Pterodactyl,Pterry,96
Stegosaurus,Tiny,44
Spinosaurus,Pterry,13
Tyrannosaurus,Pterry,80
Ankylosaurus,Longneck,76
Triceratops,Tiny,33
Ankylosaurus,Tiny,71
Triceratops,Longneck,85
Stegosaurus,Tiny,86
Triceratops,Spiny,77
Pterodactyl,Blue,94
Spinosaurus,One-eye,64
Triceratops,Pterry,95
Pterodactyl,Spiny,69
Triceratops,Pterry,65
Brachiosaurus,Tiny,36
Diplodocus,One-eye,78
Allosaurus,Longneck,66
Stegosaurus,Tiny,55
Stegosaurus,Cera,85
Triceratops,Spiny,61
Pterodactyl,Spike,86
Triceratops,Rex,89
Pterodactyl,Pterry,11
Velociraptor,Blue,7
Spinosaurus,Spiny,43
Brachiosaurus,Rex,63
Tyrannosaurus,Spiny,86
Spinosaurus,Blue,92
Spinosaurus,Pterry,55
Diplodocus,Tiny,21
Brachiosaurus,Blue,1
Ankylosaurus,Rex,68
Ankylosaurus,Spiny,14
Velociraptor,Blue,67
Velociraptor,Cera,76
Brachiosaurus,Spiny,75
Tyrannosaurus,Pterry,98
Tyrannosaurus,One-eye,17
Spinosaurus,Spike,40
Stegosaurus,Spiny,98
Diplodocus,Spiny,98
Brachiosaurus,Rex,12
Spinosaurus,Tiny,40
Brachiosaurus,Rex,3
Allosaurus,Tiny,66
Brachiosaurus,Cera,54
Stegosaurus,Spiny,48
Spinosaurus,Cera,75
Velociraptor,Rex,95
Pterodactyl,Spike,74
Triceratops,One-eye,15
Pterodactyl,Tiny,82
Velociraptor,Spike,75
Ankylosaurus,Spiny,50
Tyrannosaurus,Spiny,77
Brachiosaurus,Spiny,92
Brachiosaurus,Rex,49
Pterodactyl,One-eye,84
Triceratops,Cera,81
Allosaurus,Longneck,55
Ankylosaurus,Cera,41
Tyrannosaurus,Rex,81
Velociraptor,Pterry,6
Pterodactyl,One-eye,35
Triceratops,Blue,30
Spinosaurus,Tiny,77
Ankylosaurus,Rex,36
Ankylosaurus,Pterry,89
Pterodactyl,Rex,5
Ankylosaurus,Spiny,84
Pterodactyl,Longneck,35
Tyrannosaurus,Cera,73
Ankylosaurus,Cera,23
Stegosaurus,One-eye,76
Triceratops,Spike,96
Spinosaurus,Pterry,61
Spinosaurus,Pterry,9
Spinosaurus,Spike,98
Velociraptor,Longneck,46
Velociraptor,Blue,5
Triceratops,One-eye,79
Triceratops,Cera,50
Spinosaurus,Rex,90
Allosaurus,One-eye,89
Triceratops,Blue,72
Diplodocus,One-eye,78
Stegosaurus,Tank,66
Spinosaurus,Spike,50
Tyrannosaurus,Longneck,0
Diplodocus,Spike,12
Brachiosaurus,Tiny,60
Stegosaurus,Longneck,54
Velociraptor,Tiny,24
Ankylosaurus,One-eye,35
Velociraptor,Cera,63
Brachiosaurus,Spiny,74
Tyrannosaurus,Pterry,18
Allosaurus,Spiny,50
Brachiosaurus,Tank,89
Diplodocus,Pterry,26
Velociraptor,Tiny,91
Brachiosaurus,Rex,30
Pterodactyl,Longneck,90
Allosaurus,Cera,69
Spinosaurus,Spiny,8
Allosaurus,Longneck,95
Allosaurus,Cera,91
Diplodocus,One-eye,22
Ankylosaurus,Cera,69
Spinosaurus,Cera,60
Ankylosaurus,Tank,35
Ankylosaurus,Tiny,45
Stegosaurus,Rex,4
Brachiosaurus,Blue,18
Brachiosaurus,Pterry,22
Brachiosaurus,Pterry,62
Spinosaurus,Rex,87
Tyrannosaurus,One-eye,79
Brachiosaurus,Rex,65
Triceratops,Pterry,95
Spinosaurus,Tank,32
Velociraptor,Spiny,16
Stegosaurus,One-eye,9
Stegosaurus,Tank,90
Velociraptor,One-eye,70
Stegosaurus,Pterry,49
Velociraptor,Cera,72
Stegosaurus,One-eye,36
Brachiosaurus,Longneck,66
Allosaurus,Blue,71
Allosaurus,Pterry,12
Velociraptor,Spiny,35
Velociraptor,Longneck,69
Ankylosaurus,Spike,17
Allosaurus,Tiny,12
Stegosaurus,Longneck,83
Velociraptor,Longneck,21
Triceratops,Tank,84
Pterodactyl,Spike,94
Allosaurus,Tiny,83
Diplodocus,One-eye,2
Stegosaurus,Spiny,40
Stegosaurus,Tank,91
Triceratops,Rex,23
Brachiosaurus,Rex,40
Velociraptor,Spike,18
Brachiosaurus,One-eye,34
Stegosaurus,Rex,54
Ankylosaurus,Blue,68
Diplodocus,Spiny,73
Stegosaurus,Blue,78
Allosaurus,Spiny,33
Ankylosaurus,Blue,37
Pterodactyl,Spike,26
Allosaurus,Pterry,45
Brachiosaurus,Pterry,48
Velociraptor,Spike,49
Stegosaurus,Spiny,59
Stegosaurus,Rex,84
Velociraptor,Spiny,5
Triceratops,Rex,33
Ankylosaurus,Pterry,33
Velociraptor,Spiny,20
Allosaurus,Tiny,13
Spinosaurus,Blue,84
Diplodocus,Longneck,48
Diplodocus,Longneck,2
Allosaurus,Spike,7
Allosaurus,Longneck,6
Ankylosaurus,Spike,13
Diplodocus,Tank,40
Spinosaurus,Spiny,63
Brachiosaurus,Spike,21
Stegosaurus,Spiny,77
Brachiosaurus,Tiny,92
Velociraptor,One-eye,40
Diplodocus,Spiny,52
Pterodactyl,Pterry,38
Tyrannosaurus,One-eye,7
Spinosaurus,Tank,17
Diplodocus,Spike,53
Velociraptor,Tank,46
Ankylosaurus,One-eye,81
Pterodactyl,Pterry,84
Diplodocus,Spiny,2
Diplodocus,Cera,92
Tyrannosaurus,Cera,28
Spinosaurus,Blue,87
Tyrannosaurus,Spiny,21
Brachiosaurus,Tiny,16
Brachiosaurus,Blue,47
Diplodocus,Blue,57
Tyrannosaurus,Spiny,61
Ankylosaurus,Cera,72
Ankylosaurus,Spike,24
Allosaurus,Longneck,29
Allosaurus,Pterry,62
Pterodactyl,Spike,25
Stegosaurus,Tank,92
Ankylosaurus,Pterry,22
Ankylosaurus,Tiny,15
Stegosaurus,Tiny,95
Diplodocus,Blue,52
Pterodactyl,Tiny,11
Stegosaurus,Spike,19
Diplodocus,Spike,33
Diplodocus,One-eye,1
Ankylosaurus,Spiny,72
Diplodocus,Blue,38
Stegosaurus,Tiny,64
Ankylosaurus,Tank,56
Velociraptor,Pterry,98
Spinosaurus,Cera,44
Ankylosaurus,Cera,68
Allosaurus,Pterry,13
Brachiosaurus,Spiny,23
Brachiosaurus,Rex,25
Allosaurus,Pterry,35
Brachiosaurus,Tank,78
Spinosaurus,Pterry,17
Spinosaurus,Cera,84
Velociraptor,Spike,92
Stegosaurus,Spike,82
Tyrannosaurus,Cera,12
Brachiosaurus,Tiny,53
Spinosaurus,Blue,38
Tyrannosaurus,Rex,69
Spinosaurus,Tiny,73
Pterodactyl,Tiny,73
Stegosaurus,Rex,85
Tyrannosaurus,Tank,10
Stegosaurus,Rex,34
Brachiosaurus,Tank,23
Stegosaurus,Tank,74
Diplodocus,Blue,35
Velociraptor,Spiny,11
Spinosaurus,Spiny,7
Stegosaurus,Rex,45
Brachiosaurus,Spiny,6
Tyrannosaurus,Rex,4
Triceratops,Longneck,67
Tyrannosaurus,Rex,34
Triceratops,Cera,69
Velociraptor,One-eye,86
Allosaurus,Spike,31
Pterodactyl,Tank,19
Diplodocus,Tiny,65
Allosaurus,Blue,51
Pterodactyl,One-eye,61
Tyrannosaurus,One-eye,58
Stegosaurus,Blue,18
Ankylosaurus,Pterry,4
Spinosaurus,Rex,28
Brachiosaurus,Blue,8
Velociraptor,Spiny,78
Ankylosaurus,Spiny,78
Spinosaurus,Tiny,34
Tyrannosaurus,Pterry,66
Pterodactyl,Spike,92
Spinosaurus,Tiny,98
Allosaurus,Tank,71
Velociraptor,One-eye,79
Diplodocus,Cera,53
Brachiosaurus,Pterry,67
Diplodocus,Cera,93
Tyrannosaurus,One-eye,58
Ankylosaurus,Pterry,34
Brachiosaurus,Tiny,9
Allosaurus,Rex,24
Triceratops,One-eye,43
Brachiosaurus,Spike,74
Diplodocus,Blue,16
Pterodactyl,Pterry,70
Velociraptor,Tank,58
Allosaurus,Spiny,72
Ankylosaurus,Pterry,98
Tyrannosaurus,Longneck,29
Triceratops,Cera,45
Spinosaurus,Spike,7
Stegosaurus,Tank,86
Brachiosaurus,Rex,50
Allosaurus,Tiny,31
Spinosaurus,Spiny,41
Stegosaurus,Longneck,32
Diplodocus,Rex,7
Brachiosaurus,Tank,15
Diplodocus,Spiny,58
Pterodactyl,Spike,66
Pterodactyl,Blue,32
Ankylosaurus,Tank,78
Tyrannosaurus,Pterry,64
Ankylosaurus,Longneck,15
Diplodocus,Longneck,35
Spinosaurus,Blue,38
Allosaurus,Rex,38
Brachiosaurus,Cera,43
Tyrannosaurus,One-eye,11
Spinosaurus,Spike,7
Velociraptor,Tank,19
Ankylosaurus,One-eye,89
Diplodocus,Pterry,45
Allosaurus,Longneck,9
Pterodactyl,Blue,8
Allosaurus,Spike,75
Pterodactyl,Blue,86
Spinosaurus,Tiny,26
Spinosaurus,Cera,90
Diplodocus,Rex,58
Spinosaurus,Tiny,7
Triceratops,Cera,45
Ankylosaurus,Spike,63
Pterodactyl,Rex,87
Brachiosaurus,Pterry,15
Triceratops,Longneck,75
Diplodocus,Pterry,83
Spinosaurus,Blue,3
Velociraptor,One-eye,99
Allosaurus,Rex,62
Pterodactyl,Pterry,93
Tyrannosaurus,Tiny,86
Tyrannosaurus,Pterry,53
Velociraptor,Longneck,80
Allosaurus,Tank,74
Stegosaurus,Spike,51
Tyrannosaurus,One-eye,68
Tyrannosaurus,Blue,28
Triceratops,Cera,69
Tyrannosaurus,Tank,51
Pterodactyl,Cera,70
Velociraptor,Rex,4
Brachiosaurus,Cera,54
Ankylosaurus,Tiny,50
Allosaurus,Pterry,78
Velociraptor,Longneck,62
Allosaurus,Pterry,33
Velociraptor,Spike,92
Tyrannosaurus,Cera,91
Stegosaurus,Tank,65
Pterodactyl,Cera,59
Triceratops,One-eye,76
Brachiosaurus,Blue,50
Pterodactyl,Cera,86
Brachiosaurus,Cera,16
Triceratops,Tiny,51
Diplodocus,Tank,63
Velociraptor,Rex,35
Brachiosaurus,Cera,98
Stegosaurus,Rex,70
Diplodocus,Spiny,75
Pterodactyl,Pterry,30
Ankylosaurus,Cera,62
Ankylosaurus,Spiny,94
Pterodactyl,Tank,14
Allosaurus,Tiny,44
Diplodocus,Spiny,13
Diplodocus,Spiny,4
Brachiosaurus,Longneck,63
Ankylosaurus,Rex,94
Allosaurus,Tiny,4
Brachiosaurus,Pterry,45
Stegosaurus,Spiny,16
Tyrannosaurus,Cera,93
Ankylosaurus,Cera,90
Ankylosaurus,Blue,52
Tyrannosaurus,Tank,38
Diplodocus,Tiny,34
Ankylosaurus,Cera,56
Spinosaurus,Rex,83
Stegosaurus,One-eye,22
Triceratops,One-eye,57
Pterodactyl,Spiny,23
Stegosaurus,Blue,74
Velociraptor,Longneck,93
Pterodactyl,Spiny,0
Brachiosaurus,Longneck,52
Brachiosaurus,Longneck,60
Triceratops,Pterry,20
Allosaurus,Cera,48
Spinosaurus,One-eye,48
Allosaurus,Longneck,69
Tyrannosaurus,Blue,14
Velociraptor,Spiny,79
Tyrannosaurus,Spiny,11
Velociraptor,Tiny,82
Stegosaurus,Cera,72
Diplodocus,Tank,52
Allosaurus,Pterry,87
Spinosaurus,Rex,14
Brachiosaurus,One-eye,3
Tyrannosaurus,Cera,96
Pterodactyl,Spiny,10
Triceratops,Pterry,5
Allosaurus,Spiny,27
Triceratops,Longneck,51
Spinosaurus,Tank,35
Spinosaurus,One-eye,99
Diplodocus,Rex,70
Pterodactyl,Spike,68
Spinosaurus,Pterry,73
Spinosaurus,Longneck,28
Stegosaurus,Tank,54
Velociraptor,Blue,74
Diplodocus,Spiny,79
Tyrannosaurus,Cera,13
Brachiosaurus,One-eye,77
Triceratops,Tiny,28
Triceratops,Tank,2
Allosaurus,Blue,10
Tyrannosaurus,Longneck,63
Pterodactyl,One-eye,23
Triceratops,Rex,72
Stegosaurus,Rex,29
Allosaurus,Blue,40
Pterodactyl,Tank,33
Brachiosaurus,Rex,49
Ankylosaurus,Pterry,18
Diplodocus,Spiny,26
Ankylosaurus,Spiny,87
Stegosaurus,Spiny,45
Tyrannosaurus,One-eye,43
Tyrannosaurus,Tiny,10
Allosaurus,Spike,20
Spinosaurus,Tank,76
Spinosaurus,Cera,14
Triceratops,Tiny,90
Diplodocus,Tank,16
Brachiosaurus,Blue,19
Allosaurus,Spike,5
Ankylosaurus,Tiny,50
Tyrannosaurus,Blue,93
Allosaurus,Cera,89
Stegosaurus,Cera,35
Ankylosaurus,Tank,32
Triceratops,Tank,65
Pterodactyl,Spiny,94
Pterodactyl,Tiny,41
Triceratops,Tiny,94
Diplodocus,One-eye,57
Triceratops,Spike,76
Triceratops,Rex,67
Tyrannosaurus,Tiny,59
Allosaurus,Rex,29
Diplodocus,Blue,64
Allosaurus,Spiny,84
Pterodactyl,Tiny,24
Diplodocus,Tiny,93
Allosaurus,One-eye,2
Tyrannosaurus,Tank,4
Allosaurus,Tiny,42
Triceratops,Longneck,42
Spinosaurus,Blue,22
Pterodactyl,Tiny,94
Tyrannosaurus,Spike,55
Triceratops,Tank,79
Pterodactyl,Spike,23
Diplodocus,Pterry,38
Tyrannosaurus,Spiny,76
Triceratops,Rex,60
Triceratops,Spiny,98
Spinosaurus,Blue,81
Brachiosaurus,Pterry,72
Allosaurus,Tiny,0
Tyrannosaurus,Spiny,7
Tyrannosaurus,Spiny,20
Brachiosaurus,Pterry,86
Pterodactyl,Blue,65
Diplodocus,Pterry,31
Ankylosaurus,Tank,4
Triceratops,One-eye,96
Allosaurus,Tiny,19
Allosaurus,Longneck,81
Diplodocus,Longneck,33
Stegosaurus,Rex,27
Diplodocus,Spike,55
Triceratops,Spiny,64
Stegosaurus,Pterry,32
Allosaurus,Spike,82
Tyrannosaurus,Tiny,48
Brachiosaurus,Cera,59
Diplodocus,One-eye,76
Tyrannosaurus,Pterry,92
Brachiosaurus,Rex,32
Diplodocus,Tank,12
Spinosaurus,Spike,61
Spinosaurus,Longneck,1
Brachiosaurus,Tank,91
Brachiosaurus,Tiny,6
Tyrannosaurus,Tiny,13
Brachiosaurus,Blue,30
Pterodactyl,Longneck,74
Brachiosaurus,Blue,11
Brachiosaurus,Pterry,82
Allosaurus,One-eye,72
Brachiosaurus,One-eye,22
Pterodactyl,Tank,94
Ankylosaurus,Tank,75
Allosaurus,Rex,81
Diplodocus,Rex,81
Spinosaurus,One-eye,63
Tyrannosaurus,Tank,71
Velociraptor,One-eye,41
Tyrannosaurus,Cera,67
Velociraptor,Cera,84
Spinosaurus,Tank,8
Spinosaurus,Spiny,81
Stegosaurus,Blue,3
Spinosaurus,Pterry,78
Ankylosaurus,Spike,25
Ankylosaurus,Rex,71
Pterodactyl,Tank,69
Pterodactyl,Tank,67
Triceratops,Blue,68
Velociraptor,Spiny,53
Brachiosaurus,Blue,87
Stegosaurus,Spiny,65
Ankylosaurus,Spiny,58
Triceratops,Longneck,62
Allosaurus,Blue,53
Spinosaurus,Tank,77
Brachiosaurus,Longneck,48
Pterodactyl,One-eye,27
Velociraptor,Spiny,98
Pterodactyl,Cera,48
Velociraptor,Blue,69
Brachiosaurus,Spike,39
Stegosaurus,Spiny,22
Diplodocus,Blue,79
Pterodactyl,One-eye,67
Pterodactyl,One-eye,34
Velociraptor,One-eye,43
Ankylosaurus,One-eye,30
Spinosaurus,Pterry,45
Tyrannosaurus,Tiny,15
Ankylosaurus,Blue,94
Stegosaurus,Spiny,64
Ankylosaurus,Pterry,22
Tyrannosaurus,Longneck,7
Ankylosaurus,Tank,7
Pterodactyl,Pterry,73
Spinosaurus,Pterry,66
Ankylosaurus,Rex,11
Diplodocus,Spike,40
Spinosaurus,Longneck,99
Ankylosaurus,Rex,89
Brachiosaurus,Rex,21
Stegosaurus,Spiny,48
Allosaurus,Spiny,3
Diplodocus,Spiny,89
Triceratops,Spiny,8
Triceratops,Rex,17
Tyrannosaurus,Blue,0
Tyrannosaurus,Longneck,71
Tyrannosaurus,One-eye,86
Allosaurus,Spiny,60
Velociraptor,Cera,28
Allosaurus,Rex,52
Pterodactyl,Rex,16
Allosaurus,One-eye,48
Diplodocus,Spike,75
Allosaurus,Spike,2
Triceratops,Rex,17
Stegosaurus,Tank,52
Allosaurus,Tank,12
Triceratops,Cera,4
Pterodactyl,Pterry,69
Ankylosaurus,Pterry,16
Tyrannosaurus,Longneck,95
Allosaurus,Cera,54
Allosaurus,Pterry,65
Allosaurus,Tank,22
Triceratops,Spiny,23
Triceratops,Tank,84
Brachiosaurus,Blue,69
Stegosaurus,Longneck,12
Allosaurus,One-eye,16
Stegosaurus,Pterry,50
Tyrannosaurus,Cera,93
Stegosaurus,Pterry,76
Allosaurus,Tank,94
Spinosaurus,Tank,66
Brachiosaurus,Tiny,70
Triceratops,Cera,80
Allosaurus,One-eye,52
